iter	Passed	Remaining
3289	4286	8741
3290	4287	8740
3291	4288	8739
3292	4290	8738
3293	4291	8737
3294	4293	8736
3295	4295	8735
3296	4296	8735
3297	4297	8734
3298	4299	8733
3299	4300	8732
3300	4302	8730
3301	4303	8729
3302	4304	8728
3303	4306	8726
3304	4307	8726
3305	4309	8724
3306	4310	8724
3307	4312	8723
3308	4313	8723
3309	4315	8722
3310	4317	8721
3311	4318	8720
3312	4320	8719
3313	4321	8718
3314	4323	8717
3315	4324	8716
3316	4325	8715
3317	4327	8715
3318	4329	8714
3319	4330	8713
3320	4331	8712
3321	4333	8711
3322	4334	8709
3323	4335	8708
3324	4337	8707
3325	4338	8706
3326	4340	8705
3327	4341	8704
3328	4343	8704
3329	4345	8703
3330	4346	8702
3331	4347	8700
3332	4349	8699
3333	4350	8698
3334	4351	8697
3335	4353	8696
3336	4354	8695
3337	4356	8694
3338	4357	8693
3339	4359	8693
3340	4360	8691
3341	4362	8690
3342	4363	8689
3343	4365	8688
3344	4366	8687
3345	4368	8686
3346	4369	8685
3347	4370	8683
3348	4372	8683
3349	4373	8681
3350	4375	8681
3351	4377	8680
3352	4378	8679
3353	4379	8678
3354	4380	8676
3355	4382	8675
3356	4383	8674
3357	4385	8673
3358	4386	8672
3359	4388	8672
3360	4389	8671
3361	4391	8671
3362	4393	8670
3363	4394	8668
3364	4395	8667
3365	4397	8666
3366	4398	8665
3367	4400	8664
3368	4401	8662
3369	4402	8661
3370	4404	8660
3371	4405	8659
3372	4407	8660
3373	4409	8659
3374	4411	8659
3375	4412	8658
3376	4414	8657
3377	4415	8656
3378	4417	8655
3379	4418	8654
3380	4420	8654
3381	4421	8652
3382	4423	8652
3383	4424	8651
3384	4426	8650
3385	4427	8648
3386	4429	8647
3387	4430	8646
3388	4431	8645
3389	4433	8644
3390	4434	8642
3391	4435	8641
3392	4437	8640
3393	4439	8640
3394	4440	8639
3395	4442	8638
3396	4443	8637
3397	4444	8636
3398	4446	8634
3399	4447	8634
3400	4449	8632
3401	4450	8631
3402	4451	8630
3403	4453	8629
3404	4454	8628
3405	4456	8627
3406	4458	8626
3407	4459	8625
3408	4460	8624
3409	4462	8623
3410	4463	8622
3411	4465	8621
3412	4466	8620
3413	4468	8619
3414	4469	8618
3415	4470	8617
3416	4472	8617
3417	4474	8616
3418	4475	8614
3419	4476	8613
3420	4478	8612
3421	4479	8611
3422	4481	8609
3423	4482	8608
3424	4483	8607
3425	4484	8605
3426	4486	8604
3427	4488	8604
3428	4489	8603
3429	4490	8602
3430	4492	8600
3431	4493	8599
3432	4494	8598
3433	4496	8597
3434	4497	8596
3435	4499	8595
3436	4500	8594
3437	4502	8594
3438	4504	8593
3439	4506	8592
3440	4507	8591
3441	4509	8591
3442	4510	8590
3443	4512	8589
3444	4514	8589
3445	4515	8588
3446	4517	8587
3447	4519	8587
3448	4521	8587
3449	4522	8587
3450	4524	8586
3451	4526	8585
3452	4527	8584
3453	4529	8583
3454	4530	8582
3455	4531	8581
3456	4533	8580
3457	4534	8579
3458	4536	8578
3459	4538	8578
3460	4539	8577
3461	4541	8576
3462	4542	8574
3463	4543	8573
3464	4544	8571
3465	4546	8570
3466	4547	8569
3467	4549	8568
3468	4550	8567
3469	4552	8567
3470	4554	8566
3471	4555	8564
3472	4556	8563
3473	4558	8562
3474	4559	8561
3475	4560	8559
3476	4562	8558
3477	4563	8557
3478	4564	8556
3479	4566	8555
3480	4568	8554
3481	4569	8553
3482	4571	8552
3483	4572	8551
3484	4573	8550
3485	4575	8549
3486	4576	8548
3487	4578	8547
3488	4579	8546
3489	4581	8545
3490	4582	8544
3491	4584	8543
3492	4585	8542
3493	4587	8541
3494	4588	8540
3495	4589	8539
3496	4591	8537
3497	4592	8536
3498	4593	8535
3499	4595	8534
3500	4597	8533
3501	4598	8532
3502	4600	8532
3503	4602	8531
3504	4603	8530
3505	4605	8530
3506	4606	8529
3507	4608	8528
3508	4609	8527
3509	4610	8525
3510	4612	8524
3511	4613	8523
3512	4615	8523
3513	4617	8522
3514	4618	8521
3515	4619	8519
3516	4621	8518
3517	4622	8517
3518	4623	8515
3519	4625	8514
3520	4626	8513
3521	4628	8512
3522	4629	8511
3523	4630	8510
3524	4632	8509
3525	4633	8508
3526	4635	8507
3527	4636	8506
3528	4638	8505
3529	4639	8504
3530	4640	8502
3531	4642	8501
3532	4643	8500
3533	4645	8498
3534	4647	8499
3535	4649	8499
3536	4650	8498
3537	4652	8496
3538	4653	8495
3539	4654	8493
3540	4655	8492
3541	4657	8491
3542	4658	8490
3543	4660	8489
3544	4661	8488
3545	4663	8487
3546	4664	8486
3547	4666	8485
3548	4667	8484
3549	4669	8483
3550	4670	8481
3551	4671	8480
3552	4673	8479
3553	4674	8478
3554	4675	8477
3555	4677	8475
3556	4678	8474
3557	4680	8474
3558	4681	8473
3559	4683	8471
3560	4684	8470
3561	4685	8468
3562	4686	8467
3563	4688	8466
3564	4689	8464
3565	4691	8463
3566	4692	8462
3567	4693	8461
3568	4695	8461
3569	4697	8460
3570	4699	8459
3571	4700	8458
3572	4702	8458
3573	4703	8457
3574	4705	8456
3575	4706	8454
3576	4708	8454
3577	4709	8452
3578	4711	8451
3579	4712	8451
3580	4714	8450
3581	4715	8449
3582	4716	8447
3583	4718	8446
3584	4719	8445
3585	4720	8443
3586	4722	8442
3587	4723	8441
3588	4725	8440
3589	4726	8439
3590	4728	8439
3591	4729	8438
3592	4731	8436
3593	4732	8435
3594	4734	8434
3595	4735	8433
3596	4736	8432
3597	4738	8431
3598	4739	8430
3599	4741	8429
3600	4742	8428
3601	4744	8427
3602	4746	8426
3603	4747	8425
3604	4749	8424
3605	4750	8423
3606	4751	8422
3607	4753	8420
3608	4754	8419
3609	4755	8418
3610	4757	8417
3611	4759	8417
3612	4760	8416
3613	4762	8415
3614	4763	8413
3615	4764	8412
3616	4766	8411
3617	4767	8409
3618	4768	8408
3619	4770	8406
3620	4771	8406
3621	4773	8405
3622	4774	8403
3623	4775	8402
3624	4777	8402
3625	4779	8401
3626	4780	8399
3627	4782	8398
3628	4783	8397
3629	4784	8396
3630	4786	8395
3631	4787	8393
3632	4788	8392
3633	4790	8392
3634	4792	8391
3635	4794	8391
3636	4795	8390
3637	4797	8390
3638	4799	8389
3639	4800	8388
3640	4802	8387
3641	4804	8388
3642	4806	8387
3643	4808	8387
3644	4810	8386
3645	4812	8386
3646	4813	8385
3647	4815	8384
3648	4817	8384
3649	4818	8383
3650	4820	8382
3651	4821	8381
3652	4823	8380
3653	4825	8380
3654	4826	8379
3655	4828	8378
3656	4829	8376
3657	4831	8375
3658	4832	8374
3659	4833	8373
3660	4835	8371
3661	4836	8370
3662	4838	8369
3663	4840	8370
3664	4841	8369
3665	4843	8367
3666	4844	8366
3667	4846	8365
3668	4847	8364
3669	4848	8363
3670	4850	8362
3671	4851	8361
3672	4853	8360
3673	4854	8358
3674	4857	8360
3675	4858	8358
3676	4860	8357
3677	4861	8356
3678	4863	8355
3679	4864	8354
3680	4865	8352
3681	4867	8351
3682	4868	8350
3683	4870	8349
3684	4871	8349
3685	4873	8348
3686	4875	8347
3687	4876	8346
3688	4877	8344
3689	4879	8343
3690	4880	8342
3691	4882	8341
3692	4883	8339
3693	4884	8338
3694	4886	8337
3695	4887	8336
3696	4889	8335
3697	4891	8335
3698	4892	8334
3699	4894	8333
3700	4895	8332
3701	4897	8332
3702	4899	8330
3703	4900	8330
3704	4901	8328
3705	4903	8327
3706	4905	8326
3707	4906	8325
3708	4907	8324
3709	4908	8322
3710	4910	8321
3711	4911	8320
3712	4913	8319
3713	4914	8317
3714	4915	8316
3715	4917	8315
3716	4918	8314
3717	4920	8313
3718	4922	8312
3719	4923	8311
3720	4925	8310
3721	4926	8309
3722	4927	8308
3723	4929	8307
3724	4930	8305
3725	4931	8304
3726	4933	8303
3727	4934	8301
3728	4936	8301
3729	4937	8300
3730	4939	8299
3731	4940	8298
3732	4942	8296
3733	4943	8295
3734	4944	8294
3735	4946	8293
3736	4947	8291
3737	4949	8290
3738	4950	8289
3739	4951	8288
3740	4953	8287
3741	4955	8286
3742	4956	8285
3743	4957	8284
3744	4959	8282
3745	4960	8281
3746	4961	8280
3747	4963	8279
3748	4964	8277
3749	4966	8276
3750	4967	8275
3751	4969	8275
3752	4970	8274
3753	4972	8272
3754	4973	8271
3755	4974	8270
3756	4976	8268
3757	4977	8267
3758	4979	8266
3759	4980	8265
3760	4982	8264
3761	4983	8263
3762	4985	8263
3763	4986	8262
3764	4988	8261
3765	4990	8260
3766	4991	8259
3767	4993	8258
3768	4994	8257
3769	4995	8255
3770	4997	8254
3771	4998	8253
3772	5000	8252
3773	5002	8252
3774	5003	8250
3775	5004	8249
3776	5006	8248
3777	5007	8246
3778	5008	8245
3779	5010	8244
3780	5011	8243
3781	5013	8241
3782	5014	8240
3783	5015	8239
3784	5017	8238
3785	5018	8237
3786	5020	8236
3787	5021	8235
3788	5023	8234
3789	5024	8232
3790	5025	8231
3791	5027	8229
3792	5028	8228
3793	5029	8227
3794	5031	8226
3795	5033	8226
3796	5034	8225
3797	5036	8223
3798	5037	8222
3799	5038	8221
3800	5040	8219
3801	5041	8218
3802	5043	8217
3803	5044	8216
3804	5046	8215
3805	5047	8214
3806	5049	8214
3807	5051	8213
3808	5052	8211
3809	5053	8210
3810	5055	8209
3811	5056	8208
3812	5057	8206
3813	5059	8205
3814	5060	8204
3815	5062	8203
3816	5063	8202
3817	5066	8203
3818	5068	8202
3819	5069	8201
3820	5070	8199
3821	5071	8198
3822	5073	8197
3823	5074	8195
3824	5075	8194
3825	5077	8193
3826	5078	8192
3827	5080	8191
3828	5082	8190
3829	5083	8189
3830	5085	8188
3831	5086	8187
3832	5088	8186
3833	5090	8186
3834	5091	8185
3835	5093	8184
3836	5094	8183
3837	5096	8182
3838	5098	8181
3839	5099	8180
3840	5101	8179
3841	5103	8179
3842	5104	8178
3843	5106	8177
3844	5107	8176
3845	5109	8175
3846	5111	8174
3847	5113	8175
3848	5115	8174
3849	5116	8173
3850	5118	8172
3851	5120	8171
3852	5121	8170
3853	5123	8169
3854	5124	8168
3855	5125	8167
3856	5127	8166
3857	5129	8166
3858	5131	8165
3859	5132	8164
3860	5133	8162
3861	5135	8161
3862	5136	8160
3863	5137	8158
3864	5139	8157
3865	5140	8156
3866	5142	8155
3867	5143	8154
3868	5146	8155
3869	5147	8153
3870	5149	8152
3871	5150	8151
3872	5151	8150
3873	5153	8148
3874	5154	8147
3875	5155	8146
3876	5157	8144
3877	5158	8143
3878	5159	8142
3879	5162	8142
3880	5163	8141
3881	5164	8139
3882	5166	8138
3883	5167	8137
3884	5169	8136
3885	5170	8134
3886	5171	8133
3887	5173	8132
3888	5174	8131
3889	5176	8130
3890	5178	8130
3891	5179	8129
3892	5181	8128
3893	5183	8127
3894	5184	8126
3895	5186	8125
3896	5187	8124
3897	5188	8122
3898	5190	8121
3899	5191	8120
3900	5193	8119
3901	5195	8119
3902	5196	8117
3903	5198	8116
3904	5199	8115
3905	5200	8114
3906	5202	8112
3907	5203	8111
3908	5204	8110
3909	5206	8109
3910	5207	8107
3911	5209	8106
3912	5211	8106
3913	5212	8104
3914	5213	8103
3915	5215	8102
3916	5216	8100
3917	5217	8099
3918	5218	8098
3919	5220	8096
3920	5221	8095
3921	5223	8094
3922	5225	8094
3923	5227	8093
3924	5228	8092
3925	5229	8090
3926	5230	8089
3927	5232	8088
3928	5233	8086
3929	5234	8085
3930	5236	8084
3931	5237	8082
3932	5239	8081
3933	5240	8080
3934	5242	8080
3935	5244	8079
3936	5245	8078
3937	5247	8077
3938	5248	8075
3939	5249	8074
3940	5251	8073
3941	5252	8072
3942	5253	8070
3943	5255	8069
3944	5257	8068
3945	5258	8068
3946	5260	8066
3947	5261	8065
3948	5263	8064
3949	5264	8063
3950	5265	8061
3951	5267	8060
3952	5268	8059
3953	5269	8057
3954	5271	8056
3955	5272	8055
3956	5274	8055
3957	5276	8054
3958	5277	8053
3959	5279	8052
3960	5281	8051
3961	5282	8050
3962	5284	8049
3963	5285	8048
3964	5287	8047
3965	5289	8047
3966	5291	8046
3967	5292	8045
3968	5293	8044
3969	5295	8043
3970	5296	8041
3971	5298	8040
3972	5299	8039
3973	5300	8038
3974	5302	8037
3975	5303	8035
3976	5305	8034
3977	5307	8033
3978	5308	8032
3979	5309	8031
3980	5311	8030
3981	5312	8028
3982	5313	8027
3983	5315	8026
3984	5316	8025
3985	5318	8023
3986	5319	8022
3987	5321	8022
3988	5322	8021
3989	5324	8020
3990	5325	8018
3991	5327	8017
3992	5328	8015
3993	5329	8014
3994	5331	8013
3995	5332	8012
3996	5334	8011
3997	5335	8009
3998	5337	8009
3999	5339	8008
4000	5340	8007
4001	5341	8006
4002	5343	8005
4003	5344	8003
4004	5346	8002
4005	5347	8001
4006	5348	7999
4007	5350	7998
4008	5351	7997
4009	5353	7996
4010	5355	7995
4011	5356	7994
4012	5358	7993
4013	5359	7992
4014	5360	7991
4015	5362	7989
4016	5363	7988
4017	5365	7987
4018	5366	7986
4019	5367	7985
4020	5369	7984
4021	5371	7983
4022	5373	7982
4023	5374	7981
4024	5376	7980
4025	5377	7980
4026	5379	7979
4027	5381	7978
4028	5382	7977
4029	5384	7976
4030	5386	7975
4031	5388	7975
4032	5389	7974
4033	5390	7972
4034	5392	7971
4035	5393	7970
4036	5395	7969
4037	5396	7968
4038	5398	7967
4039	5400	7967
4040	5402	7967
4041	5404	7966
4042	5406	7965
4043	5408	7965
4044	5410	7964
4045	5411	7964
4046	5413	7963
4047	5415	7962
4048	5416	7960
4049	5418	7960
4050	5420	7959
4051	5421	7958
4052	5423	7957
4053	5424	7956
4054	5425	7954
4055	5427	7953
4056	5428	7952
4057	5430	7951
4058	5431	7950
4059	5433	7949
4060	5435	7948
4061	5436	7947
4062	5438	7946
4063	5439	7945
4064	5441	7944
4065	5442	7942
4066	5443	7941
4067	5445	7940
4068	5446	7939
4069	5448	7938
4070	5449	7937
4071	5451	7936
4072	5453	7935
4073	5454	7934
4074	5456	7933
4075	5457	7932
4076	5459	7931
4077	5460	7929
4078	5461	7928
4079	5463	7927
4080	5464	7925
4081	5467	7926
4082	5468	7925
4083	5470	7924
4084	5472	7923
4085	5473	7922
4086	5475	7921
4087	5476	7920
4088	5478	7919
4089	5479	7918
4090	5481	7917
4091	5483	7916
4092	5484	7915
4093	5486	7914
4094	5487	7913
4095	5489	7912
4096	5490	7911
4097	5492	7909
4098	5493	7908
4099	5494	7907
4100	5496	7906
4101	5498	7905
4102	5499	7904
4103	5501	7903
4104	5502	7902
4105	5504	7901
4106	5505	7899
4107	5506	7898
4108	5508	7897
4109	5509	7896
4110	5511	7894
4111	5512	7893
4112	5514	7893
4113	5516	7892
4114	5517	7891
4115	5519	7889
4116	5520	7888
4117	5521	7887
4118	5523	7885
4119	5524	7884
4120	5525	7883
4121	5527	7882
4122	5528	7880
4123	5530	7880
4124	5532	7879
4125	5533	7877
4126	5534	7876
4127	5536	7875
4128	5537	7873
4129	5539	7872
4130	5540	7871
4131	5541	7870
4132	5543	7868
4133	5544	7867
4134	5546	7866
4135	5548	7866
4136	5549	7864
4137	5551	7863
4138	5552	7862
4139	5553	7861
4140	5555	7859
4141	5556	7858
4142	5558	7857
4143	5559	7856
4144	5560	7854
4145	5562	7854
4146	5564	7853
4147	5566	7852
4148	5567	7851
4149	5569	7850
4150	5570	7849
4151	5572	7848
4152	5573	7847
4153	5575	7846
4154	5576	7845
4155	5578	7844
4156	5580	7843
4157	5581	7842
4158	5582	7840
4159	5584	7839
4160	5585	7838
4161	5586	7836
4162	5588	7835
4163	5589	7834
4164	5591	7832
4165	5592	7831
4166	5594	7831
4167	5596	7830
4168	5597	7829
4169	5599	7828
4170	5600	7826
4171	5602	7825
4172	5603	7824
4173	5604	7823
4174	5606	7822
4175	5608	7821
4176	5609	7820
4177	5611	7820
4178	5613	7818
4179	5614	7817
4180	5616	7816
4181	5617	7815
4182	5619	7814
4183	5620	7812
4184	5622	7811
4185	5623	7810
4186	5624	7809
4187	5628	7810
4188	5629	7809
4189	5631	7808
4190	5632	7807
4191	5634	7806
4192	5635	7804
4193	5636	7803
4194	5638	7802
4195	5639	7800
4196	5641	7799
4197	5642	7798
4198	5644	7798
4199	5645	7796
4200	5647	7795
4201	5648	7793
4202	5649	7792
4203	5651	7791
4204	5652	7790
4205	5653	7788
4206	5655	7787
4207	5656	7785
4208	5658	7784
4209	5659	7784
4210	5661	7783
4211	5663	7782
4212	5664	7781
4213	5666	7780
4214	5667	7779
4215	5669	7777
4216	5670	7776
4217	5672	7775
4218	5673	7774
4219	5675	7774
4220	5677	7772
4221	5678	7771
4222	5679	7770
4223	5681	7768
4224	5682	7767
4225	5684	7766
4226	5685	7765
4227	5687	7763
4228	5688	7762
4229	5690	7762
4230	5692	7761
4231	5693	7760
4232	5695	7759
4233	5696	7758
4234	5698	7756
4235	5699	7755
4236	5700	7754
4237	5702	7752
4238	5704	7752
4239	5705	7751
4240	5707	7750
4241	5709	7749
4242	5711	7748
4243	5712	7748
4244	5714	7747
4245	5715	7746
4246	5717	7745
4247	5719	7744
4248	5720	7742
4249	5722	7741
4250	5723	7741
4251	5725	7739
4252	5726	7738
4253	5728	7737
4254	5729	7736
4255	5731	7734
4256	5732	7733
4257	5733	7732
4258	5735	7731
4259	5736	7729
4260	5738	7728
4261	5740	7727
4262	5741	7726
4263	5742	7725
4264	5744	7724
4265	5745	7723
4266	5747	7721
4267	5748	7720
4268	5749	7719
4269	5751	7718
4270	5753	7716
4271	5754	7715
4272	5756	7715
4273	5757	7714
4274	5759	7712
4275	5761	7712
4276	5762	7711
4277	5764	7709
4278	5765	7708
4279	5767	7707
4280	5768	7706
4281	5769	7704
4282	5771	7704
4283	5773	7703
4284	5774	7701
4285	5776	7700
4286	5777	7699
4287	5778	7697
4288	5780	7696
4289	5781	7695
4290	5782	7694
4291	5784	7693
4292	5785	7691
4293	5788	7691
4294	5789	7690
4295	5790	7688
4296	5792	7687
4297	5793	7686
4298	5795	7685
4299	5796	7683
4300	5798	7682
4301	5799	7681
4302	5800	7680
4303	5802	7678
4304	5804	7678
4305	5805	7676
4306	5806	7675
4307	5808	7674
4308	5809	7672
4309	5810	7671
4310	5812	7669
4311	5813	7668
4312	5814	7667
4313	5816	7665
4314	5817	7664
4315	5819	7663
4316	5820	7662
4317	5822	7661
4318	5823	7660
4319	5824	7658
4320	5826	7657
4321	5827	7655
4322	5828	7654
4323	5830	7653
4324	5831	7652
4325	5833	7650
4326	5834	7649
4327	5836	7648
4328	5837	7647
4329	5839	7646
4330	5840	7645
4331	5842	7643
4332	5843	7642
4333	5844	7640
4334	5846	7639
4335	5847	7638
4336	5848	7637
4337	5851	7637
4338	5853	7636
4339	5855	7635
4340	5856	7634
4341	5858	7633
4342	5859	7632
4343	5861	7631
4344	5863	7630
4345	5864	7629
4346	5865	7628
4347	5867	7627
4348	5869	7626
4349	5870	7625
4350	5872	7623
4351	5873	7622
4352	5874	7621
4353	5876	7620
4354	5877	7618
4355	5879	7617
4356	5880	7616
4357	5882	7615
4358	5884	7615
4359	5886	7614
4360	5887	7612
4361	5888	7611
4362	5890	7610
4363	5891	7608
4364	5892	7607
4365	5894	7606
4366	5896	7605
4367	5897	7603
4368	5898	7602
4369	5900	7602
4370	5902	7600
4371	5903	7599
4372	5905	7598
4373	5906	7597
4374	5907	7595
4375	5909	7594
4376	5910	7593
4377	5912	7592
4378	5913	7590
4379	5914	7589
4380	5916	7588
4381	5918	7587
4382	5919	7586
4383	5921	7584
4384	5922	7583
4385	5923	7582
4386	5924	7580
4387	5926	7579
4388	5927	7578
4389	5929	7576
4390	5930	7575
4391	5931	7574
4392	5933	7573
4393	5934	7571
4394	5936	7570
4395	5937	7569
4396	5938	7567
4397	5940	7566
4398	5941	7565
4399	5942	7563
4400	5944	7562
4401	5945	7560
4402	5947	7559
4403	5949	7559
4404	5950	7558
4405	5952	7557
4406	5954	7556
4407	5955	7555
4408	5957	7554
4409	5958	7553
4410	5960	7551
4411	5961	7550
4412	5963	7549
4413	5964	7548
4414	5966	7547
4415	5967	7545
4416	5968	7544
4417	5970	7543
4418	5971	7541
4419	5972	7540
4420	5974	7539
4421	5975	7538
4422	5977	7536
4423	5978	7535
4424	5980	7534
4425	5981	7533
4426	5983	7531
4427	5984	7530
4428	5985	7529
4429	5987	7528
4430	5988	7526
4431	5989	7525
4432	5991	7524
4433	5993	7523
4434	5994	7522
4435	5996	7521
4436	5998	7520
4437	5999	7519
4438	6000	7517
4439	6002	7516
4440	6004	7515
4441	6005	7514
4442	6007	7513
4443	6009	7512
4444	6011	7512
4445	6013	7511
4446	6014	7510
4447	6016	7509
4448	6017	7508
4449	6019	7507
4450	6020	7505
4451	6022	7504
4452	6023	7503
4453	6024	7502
4454	6026	7500
4455	6028	7499
4456	6029	7498
4457	6031	7497
4458	6032	7496
4459	6033	7494
4460	6035	7493
4461	6036	7492
4462	6037	7490
4463	6039	7489
4464	6040	7488
4465	6042	7486
4466	6043	7486
4467	6045	7485
4468	6047	7484
4469	6048	7482
4470	6050	7481
4471	6051	7480
4472	6053	7479
4473	6054	7478
4474	6055	7476
4475	6057	7475
4476	6059	7475
4477	6061	7474
4478	6062	7473
4479	6064	7471
4480	6065	7470
4481	6066	7469
4482	6068	7467
4483	6069	7466
4484	6070	7465
4485	6072	7463
4486	6073	7462
4487	6075	7461
4488	6077	7460
4489	6078	7459
4490	6079	7458
4491	6081	7456
4492	6082	7455
4493	6083	7454
4494	6085	7452
4495	6086	7451
4496	6088	7449
4497	6089	7448
4498	6090	7447
4499	6092	7446
4500	6094	7445
4501	6096	7444
4502	6097	7443
4503	6098	7442
4504	6100	7440
4505	6101	7439
4506	6103	7438
4507	6104	7437
4508	6106	7436
4509	6107	7435
4510	6109	7434
4511	6111	7432
4512	6112	7431
4513	6113	7430
4514	6115	7428
4515	6116	7427
4516	6117	7426
4517	6119	7424
4518	6120	7423
4519	6122	7422
4520	6123	7421
4521	6125	7420
4522	6126	7419
4523	6128	7417
4524	6129	7416
4525	6130	7414
4526	6132	7413
4527	6133	7412
4528	6134	7410
4529	6136	7409
4530	6137	7408
4531	6139	7407
4532	6141	7406
4533	6142	7405
4534	6144	7404
4535	6145	7403
4536	6147	7402
4537	6149	7401
4538	6150	7400
4539	6152	7399
4540	6153	7397
4541	6155	7396
4542	6156	7395
4543	6158	7394
4544	6159	7393
4545	6161	7391
4546	6162	7390
4547	6163	7389
4548	6165	7387
4549	6166	7386
4550	6167	7385
4551	6169	7383
4552	6170	7382
4553	6172	7381
4554	6174	7380
4555	6175	7379
4556	6177	7378
4557	6178	7376
4558	6179	7375
4559	6181	7373
4560	6182	7372
4561	6183	7371
4562	6185	7369
4563	6186	7368
4564	6188	7367
4565	6190	7367
4566	6191	7365
4567	6193	7364
4568	6194	7362
4569	6195	7361
4570	6197	7360
4571	6198	7358
4572	6199	7357
4573	6201	7356
4574	6202	7355
4575	6204	7354
4576	6205	7353
4577	6207	7351
4578	6208	7350
4579	6210	7349
4580	6211	7347
4581	6212	7346
4582	6214	7345
4583	6215	7343
4584	6216	7342
4585	6218	7340
4586	6219	7339
4587	6221	7339
4588	6223	7337
4589	6224	7336
4590	6225	7335
4591	6227	7333
4592	6228	7332
4593	6229	7330
4594	6231	7329
4595	6232	7328
4596	6234	7327
4597	6235	7325
4598	6237	7324
4599	6238	7323
4600	6239	7321
4601	6240	7320
4602	6242	7318
4603	6243	7317
4604	6244	7315
4605	6245	7313
4606	6246	7311
4607	6247	7310
4608	6248	7308
4609	6249	7307
4610	6250	7305
4611	6252	7304
4612	6253	7303
4613	6255	7301
4614	6256	7300
4615	6257	7298
4616	6259	7297
4617	6260	7295
4618	6261	7294
4619	6262	7292
4620	6263	7291
4621	6264	7289
4622	6266	7287
4623	6267	7286
4624	6268	7285
4625	6269	7283
4626	6271	7282
4627	6272	7280
4628	6273	7278
4629	6274	7277
4630	6275	7275
4631	6276	7273
4632	6277	7272
4633	6278	7270
4634	6279	7269
4635	6281	7267
4636	6282	7266
4637	6283	7264
4638	6285	7263
4639	6286	7261
4640	6287	7260
4641	6288	7258
4642	6289	7257
4643	6291	7255
4644	6291	7253
4645	6293	7252
4646	6294	7250
4647	6295	7248
4648	6296	7247
4649	6297	7245
4650	6298	7243
4651	6299	7242
4652	6301	7241
4653	6303	7240
4654	6304	7238
4655	6305	7237
4656	6307	7236
4657	6308	7234
4658	6309	7232
4659	6310	7231
4660	6311	7229
4661	6312	7227
4662	6313	7226
4663	6314	7224
4664	6315	7223
4665	6317	7222
4666	6319	7220
4667	6320	7219
4668	6321	7217
4669	6322	7216
4670	6323	7214
4671	6324	7213
4672	6326	7211
4673	6327	7209
4674	6328	7207
4675	6329	7206
4676	6330	7204
4677	6331	7203
4678	6332	7201
4679	6334	7200
4680	6335	7199
4681	6336	7197
4682	6337	7195
4683	6338	7194
4684	6339	7192
4685	6340	7190
4686	6342	7189
4687	6343	7187
4688	6344	7185
4689	6345	7184
4690	6346	7182
4691	6347	7181
4692	6349	7179
4693	6350	7178
4694	6352	7177
4695	6353	7175
4696	6354	7174
4697	6355	7172
4698	6356	7171
4699	6358	7169
4700	6359	7168
4701	6360	7166
4702	6361	7165
4703	6362	7163
4704	6364	7162
4705	6365	7160
4706	6366	7159
4707	6367	7157
4708	6369	7156
4709	6370	7154
4710	6371	7152
4711	6372	7151
4712	6373	7149
4713	6374	7147
4714	6375	7146
4715	6376	7144
4716	6377	7142
4717	6378	7141
4718	6380	7139
4719	6381	7138
4720	6382	7137
4721	6383	7135
4722	6384	7133
4723	6386	7132
4724	6387	7130
4725	6388	7128
4726	6389	7127
4727	6390	7125
4728	6391	7124
4729	6392	7122
4730	6393	7120
4731	6394	7119
4732	6395	7117
4733	6397	7116
4734	6398	7115
4735	6399	7113
4736	6401	7111
4737	6402	7110
4738	6403	7108
4739	6404	7106
4740	6405	7105
4741	6406	7103
4742	6407	7101
4743	6408	7100
4744	6409	7098
4745	6410	7096
4746	6411	7095
4747	6413	7093
4748	6414	7092
4749	6415	7090
4750	6416	7089
4751	6417	7087
4752	6418	7085
4753	6419	7084
4754	6420	7082
4755	6421	7080
4756	6423	7079
4757	6424	7077
4758	6425	7076
4759	6426	7074
4760	6427	7073
4761	6429	7071
4762	6430	7070
4763	6431	7068
4764	6432	7067
4765	6433	7065
4766	6435	7064
4767	6436	7062
4768	6437	7060
4769	6438	7059
4770	6439	7057
4771	6440	7055
4772	6441	7054
4773	6442	7052
4774	6443	7051
4775	6445	7049
4776	6446	7048
4777	6447	7047
4778	6449	7045
4779	6450	7044
4780	6451	7042
4781	6452	7041
4782	6454	7039
4783	6455	7038
4784	6456	7036
4785	6457	7034
4786	6458	7033
4787	6459	7031
4788	6461	7030
4789	6462	7029
4790	6463	7027
4791	6464	7025
4792	6465	7024
4793	6466	7022
4794	6467	7020
4795	6468	7019
4796	6470	7017
4797	6471	7016
4798	6472	7014
4799	6473	7012
4800	6474	7011
4801	6475	7009
4802	6477	7008
4803	6478	7007
4804	6479	7005
4805	6480	7003
4806	6481	7002
4807	6482	7000
4808	6483	6998
4809	6484	6997
4810	6486	6995
4811	6487	6994
4812	6488	6992
4813	6489	6990
4814	6490	6989
4815	6491	6987
4816	6493	6986
4817	6494	6985
4818	6495	6983
4819	6496	6982
4820	6497	6980
4821	6499	6978
4822	6500	6977
4823	6501	6975
4824	6502	6973
4825	6503	6972
4826	6504	6970
4827	6505	6969
4828	6506	6967
4829	6507	6965
4830	6509	6964
4831	6510	6963
4832	6512	6962
4833	6513	6960
4834	6514	6958
4835	6515	6957
4836	6516	6955
4837	6517	6954
4838	6518	6952
4839	6519	6950
4840	6520	6949
4841	6521	6947
4842	6523	6946
