iter	RMSE
642	44021.52596
643	44008.33266
644	43995.50439
645	43979.55063
646	43963.994
647	43956.64479
648	43944.53761
649	43934.49213
650	43926.96188
651	43918.86281
652	43911.51373
653	43904.66022
654	43891.0207
655	43881.89469
656	43876.91566
657	43866.46441
658	43853.89321
659	43847.30577
660	43837.69555
661	43829.27578
662	43820.85264
663	43816.31755
664	43797.62317
665	43789.78325
666	43782.18672
667	43773.59806
668	43770.24515
669	43759.04555
670	43755.62164
671	43748.23955
672	43733.85408
673	43724.58918
674	43714.27585
675	43708.44984
676	43702.69751
677	43692.99983
678	43685.80448
679	43678.19425
680	43669.09798
681	43661.82076
682	43650.84803
683	43641.18346
684	43634.07958
685	43623.21299
686	43619.08987
687	43610.15707
688	43601.85299
689	43596.99442
690	43587.32391
691	43577.36739
692	43567.26128
693	43564.59063
694	43559.22049
695	43551.00917
696	43543.1171
697	43538.37726
698	43529.33842
699	43520.71262
700	43514.7408
701	43504.27057
702	43496.38544
703	43485.85194
704	43473.66033
705	43458.83482
706	43454.13365
707	43442.41076
708	43435.72187
709	43425.27559
710	43414.18741
711	43407.87778
712	43397.42965
713	43388.01841
714	43381.01473
715	43375.98033
716	43366.9849
717	43360.99543
718	43353.88998
719	43344.66827
720	43337.96672
721	43330.21289
722	43323.28962
723	43314.30554
724	43306.57866
725	43286.7165
726	43282.00682
727	43271.28664
728	43262.10106
729	43257.50931
730	43250.28428
731	43238.28023
732	43229.51431
733	43222.27694
734	43214.71751
735	43212.14258
736	43203.59282
737	43193.52495
738	43187.31642
739	43179.90905
740	43172.31232
741	43167.81938
742	43158.58293
743	43154.75728
744	43146.58235
745	43132.96044
746	43127.18896
747	43119.65237
748	43109.58031
749	43101.09705
750	43096.09172
751	43088.51951
752	43083.60366
753	43072.6897
754	43070.19479
755	43064.92344
756	43059.58608
757	43045.9703
758	43043.10613
759	43033.6398
760	43026.96339
761	43019.63882
762	43012.55197
763	43003.61104
764	42996.87574
765	42992.35192
766	42986.82243
767	42982.89201
768	42978.20595
769	42966.91795
770	42959.29818
771	42947.93319
772	42940.03215
773	42934.66355
774	42922.27124
775	42906.94822
776	42897.56866
777	42887.35688
778	42880.25966
779	42871.15873
780	42860.29854
781	42848.96546
782	42839.35258
783	42833.45996
784	42825.10885
785	42817.17728
786	42811.1444
787	42800.82175
788	42793.89447
789	42785.42718
790	42776.0623
791	42765.93098
792	42756.65055
793	42753.80262
794	42743.14113
795	42737.88277
796	42722.51436
797	42713.76603
798	42705.98293
799	42697.08237
800	42693.20931
801	42687.91565
802	42680.14901
803	42667.56074
804	42665.4203
805	42659.34526
806	42645.33002
807	42641.5362
808	42634.50418
809	42627.46732
810	42622.12716
811	42610.37711
812	42602.36397
813	42589.98683
814	42583.63658
815	42576.55557
816	42559.76271
817	42553.20225
818	42547.0184
819	42541.65961
820	42533.48098
821	42523.02585
822	42518.04775
823	42511.14674
824	42504.02116
825	42498.54745
826	42491.33628
827	42484.05175
828	42479.26754
829	42474.24773
830	42459.8554
831	42452.51369
832	42445.93087
833	42436.11654
834	42426.32461
835	42420.33821
836	42411.51573
837	42404.68813
838	42395.59923
839	42387.05071
840	42382.2547
841	42375.31525
842	42366.16725
843	42357.258
844	42349.28529
845	42345.89583
846	42340.52941
847	42331.51818
848	42323.57357
849	42316.3421
850	42303.80223
851	42297.20948
852	42291.35927
853	42280.63608
854	42274.11449
855	42265.50923
856	42255.68391
857	42252.83309
858	42241.93748
859	42235.15637
860	42222.98678
861	42216.23448
862	42206.09361
863	42191.0868
864	42186.52719
865	42170.18326
866	42162.06183
867	42147.56538
868	42140.04509
869	42131.77245
870	42125.64703
871	42119.02349
872	42116.05347
873	42109.59777
874	42100.54353
875	42089.54232
876	42080.1706
877	42073.58398
878	42064.44972
879	42060.06402
880	42053.41285
881	42045.21535
882	42037.53493
883	42032.03418
884	42025.72282
885	42021.33519
886	42009.68816
887	41997.79331
888	41988.76381
889	41979.97171
890	41974.5413
891	41970.82407
892	41964.28484
893	41958.23374
894	41953.13223
895	41947.76114
896	41933.67431
897	41928.01959
898	41921.7886
899	41916.9615
900	41909.42854
901	41902.59806
902	41896.94389
903	41882.974
904	41877.34769
905	41872.64738
906	41860.62895
907	41852.89861
908	41847.57224
909	41840.08513
910	41832.73117
911	41825.25114
912	41813.32804
913	41800.7509
914	41791.95943
915	41785.866
916	41781.33741
917	41771.45679
918	41767.05482
919	41761.2293
920	41754.21566
921	41750.20686
922	41745.48976
923	41739.87082
924	41733.37353
925	41728.43882
926	41720.6553
927	41716.88975
928	41706.85135
929	41701.33946
930	41696.26611
931	41688.77903
932	41679.42071
933	41672.44536
934	41662.25218
935	41650.57273
936	41645.71235
937	41633.06266
938	41626.1707
939	41622.61938
940	41617.16617
941	41613.40374
942	41609.06154
943	41599.20114
944	41593.33379
945	41586.78641
946	41577.89133
947	41568.44237
948	41560.29339
949	41553.50419
950	41545.92187
951	41541.9253
952	41536.00835
953	41525.933
954	41522.98929
955	41516.54768
956	41511.05915
957	41503.83559
958	41495.64825
959	41490.45787
960	41479.28795
961	41473.82724
962	41462.48346
963	41460.39442
964	41451.7956
965	41446.41287
966	41439.17918
967	41431.98795
968	41426.81976
969	41416.06907
970	41409.2668
971	41402.53475
972	41397.14261
973	41392.43077
974	41385.74955
975	41376.32966
976	41366.44602
977	41355.19386
978	41346.63789
979	41342.16709
980	41335.84817
981	41328.61184
982	41319.53119
983	41313.75502
984	41304.58
985	41296.7896
986	41288.21872
987	41283.27211
988	41280.31169
989	41271.56733
990	41267.37726
991	41257.41498
992	41250.19492
993	41240.41461
994	41236.86922
995	41228.64729
996	41224.74361
997	41216.37625
998	41208.50883
999	41201.40641
1000	41195.69985
1001	41189.30814
1002	41182.48376
1003	41173.00937
1004	41165.81611
1005	41163.34646
1006	41154.33088
1007	41149.64729
1008	41143.76194
1009	41141.74899
1010	41134.71583
1011	41128.14627
1012	41122.90544
1013	41116.90359
1014	41111.34238
1015	41109.0217
1016	41097.47221
1017	41088.3991
1018	41082.61542
1019	41077.67774
1020	41070.39379
1021	41066.20714
1022	41061.81531
1023	41054.72724
1024	41050.09539
1025	41042.26289
1026	41035.14634
1027	41027.12541
1028	41019.78746
1029	41009.23256
1030	41003.33208
1031	40992.50854
1032	40987.27518
1033	40977.72422
1034	40972.21387
1035	40963.52536
1036	40956.03774
1037	40949.35759
1038	40945.20578
1039	40937.82681
1040	40931.0481
1041	40927.16164
1042	40922.93258
1043	40916.63389
1044	40909.903
1045	40906.76453
1046	40900.53772
1047	40894.08131
1048	40884.86703
1049	40881.13319
1050	40873.52814
1051	40864.50936
1052	40856.53441
1053	40851.6375
1054	40843.01591
1055	40839.19907
1056	40830.76348
1057	40822.1784
1058	40810.64632
1059	40803.58162
1060	40795.8804
1061	40791.91227
1062	40787.78141
1063	40783.52925
1064	40773.48618
1065	40766.18694
1066	40758.84216
1067	40755.09362
1068	40748.4609
1069	40743.48496
1070	40730.56449
1071	40724.01059
1072	40719.52948
1073	40713.96783
1074	40705.8064
1075	40698.25915
1076	40692.14644
1077	40687.88084
1078	40676.83362
1079	40667.2135
1080	40661.42427
1081	40657.67291
1082	40650.38402
1083	40643.38788
1084	40637.99966
1085	40628.34461
1086	40618.75706
1087	40611.63776
1088	40604.91109
1089	40600.41836
1090	40596.87356
1091	40590.50924
1092	40585.46269
1093	40582.19891
1094	40577.4962
1095	40563.25376
1096	40557.80822
1097	40552.91762
1098	40548.83056
1099	40545.11439
1100	40537.38614
1101	40530.73733
1102	40519.91257
1103	40514.85238
1104	40510.05634
1105	40504.53363
1106	40498.43988
1107	40492.39852
1108	40486.25697
1109	40481.26056
1110	40471.91134
1111	40465.87839
1112	40462.19648
1113	40455.13179
1114	40450.44903
1115	40445.67726
1116	40441.77097
1117	40437.45081
1118	40427.66511
1119	40423.65204
1120	40415.54591
1121	40410.36794
1122	40405.50152
1123	40401.06701
1124	40396.83592
1125	40388.19765
1126	40385.19466
1127	40381.92577
1128	40373.13271
1129	40364.51088
1130	40358.56839
1131	40351.3831
1132	40342.20947
1133	40336.19891
1134	40330.11511
1135	40322.76927
1136	40312.91983
1137	40300.83252
1138	40294.35981
1139	40289.13577
1140	40282.1805
1141	40274.26095
1142	40263.5034
1143	40254.51952
1144	40250.73463
1145	40247.32967
1146	40241.42406
1147	40235.9153
1148	40229.96622
1149	40226.37362
1150	40221.29352
1151	40213.19894
1152	40204.58953
1153	40199.00828
1154	40191.32067
1155	40183.01843
1156	40171.53368
1157	40168.01556
1158	40161.33269
1159	40155.06992
1160	40141.97443
1161	40133.54916
1162	40127.26022
1163	40119.51967
1164	40114.29392
1165	40110.85107
1166	40108.07118
1167	40102.17645
1168	40092.6827
1169	40086.80358
1170	40079.75576
1171	40076.52925
1172	40070.84135
1173	40067.14556
1174	40060.93004
1175	40054.93682
1176	40048.90771
1177	40043.62481
1178	40038.60995
1179	40031.91483
1180	40027.71184
1181	40025.42007
1182	40017.63314
1183	40012.3184
1184	40004.16261
1185	39997.95606
1186	39990.70523
1187	39982.24002
1188	39976.84286
1189	39970.68515
1190	39966.32291
1191	39959.60043
1192	39952.22044
1193	39944.66956
1194	39942.90284
1195	39938.40132
1196	39929.86297
1197	39924.21182
1198	39921.29273
1199	39916.92832
1200	39910.29659
1201	39901.74257
1202	39894.12955
1203	39887.06834
1204	39878.53803
1205	39876.2197
1206	39865.77177
1207	39859.94511
1208	39853.72777
1209	39850.18084
1210	39844.82966
1211	39842.10621
1212	39835.73686
1213	39831.72423
1214	39827.25968
1215	39824.74539
1216	39818.76008
1217	39809.81312
1218	39802.88899
1219	39798.49
1220	39791.65016
1221	39787.59447
1222	39785.86127
1223	39779.11636
1224	39775.2669
1225	39768.12986
1226	39765.10416
1227	39760.62923
1228	39753.84981
1229	39744.48599
1230	39738.86988
1231	39730.34772
1232	39725.91244
1233	39720.00294
1234	39714.5225
1235	39709.20572
1236	39703.49749
1237	39696.75756
1238	39690.20436
1239	39680.56528
1240	39674.01618
1241	39669.19342
1242	39664.6767
1243	39655.68292
1244	39647.06686
1245	39640.87384
1246	39638.63177
1247	39634.75203
1248	39627.83875
1249	39621.5356
1250	39618.56291
1251	39612.65828
1252	39608.42621
1253	39600.38677
1254	39597.58497
1255	39590.40789
1256	39583.14152
1257	39573.53609
1258	39568.15938
1259	39559.10128
1260	39551.10242
1261	39544.39117
1262	39538.05895
1263	39533.68787
1264	39526.30987
1265	39520.77445
1266	39513.3742
1267	39510.33765
1268	39502.67398
1269	39498.06041
1270	39494.64356
1271	39487.31118
1272	39483.0473
1273	39476.59586
1274	39472.78394
1275	39468.2906
1276	39466.31006
1277	39460.96481
1278	39454.94844
1279	39447.99857
1280	39440.73239
1281	39433.76223
1282	39425.21235
1283	39416.44086
1284	39411.56704
1285	39400.9931
1286	39396.96653
1287	39392.61028
1288	39386.20687
1289	39382.28129
1290	39375.0548
1291	39371.04197
1292	39362.23321
1293	39357.51937
1294	39354.11064
1295	39346.72763
1296	39341.9774
1297	39336.97635
1298	39334.7697
1299	39326.09063
1300	39315.34129
1301	39310.79731
1302	39306.0901
1303	39301.84683
1304	39297.67236
1305	39290.75667
1306	39287.78802
1307	39284.79746
1308	39279.31274
1309	39274.91637
1310	39266.33161
1311	39258.80807
1312	39250.50843
1313	39244.93162
1314	39241.53985
1315	39234.92022
1316	39231.18295
1317	39227.04544
1318	39223.01812
1319	39217.51919
1320	39206.79631
1321	39196.92483
1322	39190.92551
1323	39185.26692
1324	39180.03498
1325	39175.53302
1326	39168.71122
1327	39164.88916
1328	39159.61194
1329	39152.17614
1330	39147.78405
1331	39144.87207
1332	39138.96361
1333	39133.17549
1334	39128.84265
1335	39125.41415
1336	39121.77622
1337	39116.2264
1338	39107.82795
1339	39103.17478
1340	39099.84863
1341	39093.71549
1342	39089.93946
1343	39083.3798
1344	39078.6964
1345	39074.47267
1346	39067.67232
1347	39060.65027
1348	39055.74218
1349	39047.14782
1350	39038.1417
1351	39034.57211
1352	39032.13417
1353	39025.78985
1354	39021.63858
1355	39018.25913
1356	39010.68458
1357	39007.02873
1358	39003.44703
1359	38995.54088
1360	38990.39781
1361	38984.92394
1362	38978.24925
1363	38970.85555
1364	38965.81333
1365	38959.98768
1366	38953.24563
1367	38947.13561
1368	38943.11718
1369	38938.03123
1370	38933.03767
1371	38929.16558
1372	38924.51897
1373	38921.14812
1374	38915.01009
1375	38909.75039
1376	38907.14534
1377	38899.00385
1378	38895.25412
1379	38889.31645
1380	38883.15138
1381	38880.49397
1382	38876.49422
1383	38869.07249
1384	38863.88379
1385	38859.17562
1386	38849.17659
1387	38840.85301
1388	38837.16635
1389	38832.44169
1390	38827.48742
1391	38823.71134
1392	38818.08935
1393	38808.61847
1394	38805.35639
1395	38799.16044
1396	38795.3988
1397	38792.18468
1398	38789.41988
1399	38786.60598
1400	38781.60434
1401	38775.39272
1402	38766.45004
1403	38761.06836
1404	38754.91878
1405	38747.50867
1406	38744.74071
1407	38739.8936
1408	38734.65846
1409	38731.04006
1410	38724.12361
1411	38718.1848
1412	38709.1997
1413	38705.92717
1414	38702.06405
1415	38699.09859
1416	38692.28302
1417	38688.19138
1418	38681.19663
1419	38675.07438
1420	38672.2545
1421	38668.82237
1422	38658.08821
1423	38654.19441
1424	38648.59247
1425	38646.37891
1426	38639.53897
1427	38632.91737
1428	38628.99234
1429	38624.60952
1430	38619.97261
1431	38609.43323
1432	38604.81716
1433	38599.69101
1434	38594.43584
1435	38589.74396
1436	38583.33252
1437	38576.25937
1438	38570.16049
1439	38567.85289
1440	38562.95837
1441	38557.66735
1442	38555.63852
1443	38546.11272
1444	38542.38173
1445	38536.36691
1446	38531.7123
1447	38527.82527
1448	38521.61221
1449	38517.05632
1450	38513.28774
1451	38508.40186
1452	38500.86818
1453	38493.13398
1454	38487.31137
1455	38480.69478
1456	38475.92508
1457	38469.40386
1458	38462.60654
1459	38458.34956
1460	38452.25066
1461	38446.52997
1462	38434.13724
1463	38429.87185
1464	38420.22153
1465	38418.82015
1466	38411.15357
1467	38408.42924
1468	38404.89917
1469	38399.55621
1470	38393.70235
1471	38390.16234
1472	38384.33772
1473	38381.6734
1474	38377.2796
1475	38373.39815
1476	38370.37455
1477	38363.4649
1478	38360.47275
1479	38353.93497
1480	38347.68637
1481	38343.06619
1482	38340.49806
1483	38332.52324
1484	38324.35737
1485	38319.47556
1486	38311.36972
1487	38307.31741
1488	38302.12969
1489	38296.01914
1490	38288.20671
1491	38284.00556
1492	38276.559
1493	38270.1759
1494	38264.6277
1495	38258.86157
1496	38253.30017
1497	38245.45413
1498	38241.63414
1499	38237.75405
1500	38232.37222
1501	38222.37566
1502	38218.97359
1503	38213.01869
1504	38207.78755
1505	38201.31247
1506	38195.9963
1507	38190.71779
1508	38186.92252
1509	38180.40902
1510	38176.94962
1511	38172.28113
1512	38167.56387
1513	38164.25693
1514	38159.14854
1515	38152.9496
1516	38147.01003
1517	38142.90931
1518	38137.84033
1519	38134.40025
1520	38130.24885
1521	38126.99488
1522	38121.43573
1523	38116.77105
1524	38113.41687
1525	38108.68039
1526	38105.97858
1527	38101.6841
1528	38097.6438
1529	38093.80555
1530	38088.06109
1531	38081.36006
1532	38077.73567
1533	38072.69841
1534	38069.79874
1535	38064.10051
1536	38060.93557
1537	38055.21977
1538	38049.31514
1539	38043.99578
1540	38035.87154
1541	38032.18207
1542	38026.76392
1543	38021.73566
1544	38016.79707
1545	38011.68599
1546	38005.98181
1547	38002.08377
1548	37994.80284
1549	37987.7742
1550	37982.91277
1551	37979.36989
1552	37973.91787
1553	37970.49131
1554	37966.38606
1555	37956.86549
1556	37953.52089
1557	37949.71724
1558	37946.27028
1559	37943.14283
1560	37936.68954
1561	37931.84744
1562	37926.59795
1563	37920.13658
1564	37916.84228
1565	37914.61599
1566	37908.36624
1567	37904.81814
1568	37899.64108
1569	37896.14728
1570	37891.54536
1571	37888.63812
1572	37883.48478
1573	37880.13226
1574	37871.74284
1575	37868.49911
1576	37864.27913
1577	37861.78504
1578	37857.9717
1579	37852.01637
1580	37848.98842
1581	37844.18218
1582	37840.94697
1583	37837.13252
1584	37834.15072
1585	37829.75502
1586	37827.38334
1587	37822.2144
1588	37816.8009
1589	37812.78158
1590	37808.56382
1591	37806.11821
1592	37800.36596
1593	37796.43362
1594	37786.11696
1595	37781.14312
1596	37774.77803
1597	37765.73952
1598	37762.42788
1599	37754.54041
1600	37746.90992
1601	37743.0917
1602	37740.25559
1603	37738.33445
1604	37735.03417
1605	37727.47338
1606	37722.83724
1607	37719.01343
1608	37715.76984
1609	37712.68569
1610	37708.51395
1611	37706.4681
1612	37703.87175
1613	37699.54364
1614	37697.23565
1615	37688.94385
1616	37681.05022
1617	37678.34163
1618	37674.14017
1619	37669.87826
1620	37664.3899
1621	37656.80946
1622	37651.27763
1623	37644.72191
1624	37641.03904
1625	37636.36331
1626	37633.40758
1627	37629.78044
1628	37622.73868
1629	37616.83624
1630	37612.94807
1631	37602.94672
1632	37601.19796
1633	37597.1636
1634	37594.40119
1635	37591.59258
1636	37585.47863
1637	37578.11075
1638	37568.66203
1639	37563.76087
1640	37557.40689
1641	37554.64015
1642	37549.95967
1643	37543.41459
1644	37540.44969
1645	37536.79469
1646	37533.19658
1647	37530.75281
1648	37524.18922
1649	37519.10714
1650	37515.68528
1651	37510.91495
1652	37507.78604
1653	37502.02938
1654	37498.45802
1655	37491.92826
1656	37489.07422
1657	37486.81266
1658	37482.03901
1659	37475.87934
1660	37472.81604
1661	37469.54753
1662	37465.22451
1663	37461.14604
1664	37456.78322
1665	37451.38726
