iter	RMSE
1666	37446.69141
1667	37443.63589
1668	37438.32371
1669	37430.25382
1670	37425.34264
1671	37415.21303
1672	37412.46021
1673	37406.74028
1674	37400.18138
1675	37397.5212
1676	37392.99237
1677	37392.08362
1678	37385.48046
1679	37384.38593
1680	37380.96679
1681	37376.00142
1682	37371.18325
1683	37367.19721
1684	37360.90598
1685	37355.44388
1686	37349.74962
1687	37346.4052
1688	37339.13429
1689	37336.10738
1690	37328.21795
1691	37321.49927
1692	37314.10407
1693	37311.20606
1694	37306.89418
1695	37301.63711
1696	37299.53939
1697	37294.70395
1698	37292.19492
1699	37287.81419
1700	37286.03546
1701	37281.54385
1702	37277.41995
1703	37275.25553
1704	37273.9819
1705	37266.93595
1706	37264.21428
1707	37258.29662
1708	37251.08549
1709	37245.90869
1710	37241.61744
1711	37238.26752
1712	37229.4844
1713	37225.98317
1714	37222.42957
1715	37218.82936
1716	37210.79059
1717	37209.44613
1718	37203.32552
1719	37192.3151
1720	37187.33551
1721	37183.25138
1722	37175.48421
1723	37172.09936
1724	37165.90098
1725	37161.29945
1726	37153.78745
1727	37149.06468
1728	37142.53905
1729	37137.18787
1730	37130.30842
1731	37124.79404
1732	37117.93838
1733	37114.02912
1734	37109.28833
1735	37105.45617
1736	37102.21371
1737	37099.00124
1738	37093.86078
1739	37090.32138
1740	37086.07517
1741	37084.24151
1742	37078.63997
1743	37073.12575
1744	37069.81215
1745	37066.50452
1746	37059.04723
1747	37052.74149
1748	37048.81625
1749	37041.5621
1750	37037.345
1751	37029.29242
1752	37025.39858
1753	37021.46464
1754	37017.01086
1755	37014.31472
1756	37010.25474
1757	37005.87399
1758	37001.05619
1759	36994.03237
1760	36988.5724
1761	36982.15627
1762	36977.45574
1763	36974.99016
1764	36968.17498
1765	36962.45732
1766	36959.46311
1767	36955.62945
1768	36945.84393
1769	36941.93808
1770	36938.30621
1771	36935.3056
1772	36931.30179
1773	36926.04317
1774	36923.13301
1775	36918.51904
1776	36915.57472
1777	36908.79917
1778	36903.67158
1779	36897.63297
1780	36891.68884
1781	36885.63096
1782	36881.0337
1783	36877.64571
1784	36872.82965
1785	36869.54485
1786	36865.58166
1787	36862.98843
1788	36858.43686
1789	36853.29828
1790	36849.11491
1791	36845.03739
1792	36842.31746
1793	36838.22728
1794	36834.81941
1795	36831.4573
1796	36826.05796
1797	36819.26059
1798	36816.84807
1799	36810.86155
1800	36809.38819
1801	36798.48467
1802	36794.66099
1803	36791.29776
1804	36786.66818
1805	36784.50126
1806	36780.44574
1807	36775.04367
1808	36769.96321
1809	36768.22307
1810	36763.57717
1811	36757.46638
1812	36754.53147
1813	36750.57751
1814	36744.82022
1815	36740.31594
1816	36737.97207
1817	36733.60722
1818	36724.57561
1819	36718.07477
1820	36712.45487
1821	36709.32299
1822	36705.5206
1823	36703.16993
1824	36699.30666
1825	36692.36194
1826	36687.2662
1827	36683.73999
1828	36681.02247
1829	36676.38258
1830	36670.93865
1831	36666.15669
1832	36661.9972
1833	36656.97831
1834	36652.27551
1835	36648.65641
1836	36643.13654
1837	36640.23364
1838	36635.39659
1839	36631.75417
1840	36622.30006
1841	36619.42055
1842	36611.10322
1843	36606.21225
1844	36601.95125
1845	36597.46855
1846	36590.38804
1847	36586.733
1848	36583.80505
1849	36580.31886
1850	36572.82247
1851	36566.64665
1852	36563.42322
1853	36556.70601
1854	36550.74929
1855	36543.76018
1856	36540.56738
1857	36537.078
1858	36532.19118
1859	36526.06087
1860	36522.15629
1861	36519.77778
1862	36515.54601
1863	36509.59099
1864	36507.49577
1865	36500.54157
1866	36497.52258
1867	36494.04729
1868	36490.09492
1869	36481.29983
1870	36475.9968
1871	36468.47525
1872	36463.04109
1873	36457.73064
1874	36451.07218
1875	36444.62915
1876	36440.89157
1877	36436.00336
1878	36428.94878
1879	36426.72106
1880	36422.22665
1881	36417.45933
1882	36413.60469
1883	36406.5155
1884	36399.02324
1885	36394.25427
1886	36391.61271
1887	36387.56495
1888	36384.2408
1889	36380.77861
1890	36377.33702
1891	36374.59313
1892	36371.78743
1893	36370.13054
1894	36367.63107
1895	36363.6872
1896	36359.63567
1897	36356.30266
1898	36350.50796
1899	36348.45935
1900	36342.27547
1901	36339.58964
1902	36333.53745
1903	36330.68659
1904	36326.72328
1905	36322.9694
1906	36319.47687
1907	36315.01597
1908	36311.28725
1909	36306.23584
1910	36301.41244
1911	36297.05903
1912	36293.00612
1913	36287.14485
1914	36283.19512
1915	36277.29368
1916	36274.33738
1917	36270.67326
1918	36268.6023
1919	36265.4029
1920	36261.81107
1921	36256.25842
1922	36249.82372
1923	36246.87518
1924	36243.30301
1925	36240.26906
1926	36236.12478
1927	36232.6684
1928	36230.68771
1929	36224.15247
1930	36219.10026
1931	36214.67853
1932	36208.54014
1933	36202.73805
1934	36199.06882
1935	36195.27841
1936	36192.04697
1937	36187.37405
1938	36183.77824
1939	36178.14465
1940	36174.18469
1941	36170.92256
1942	36167.18812
1943	36163.22228
1944	36159.97335
1945	36155.43204
1946	36152.58945
1947	36146.69508
1948	36142.45681
1949	36134.84478
1950	36128.91254
1951	36125.64413
1952	36122.07812
1953	36118.0626
1954	36112.45894
1955	36109.36935
1956	36099.63058
1957	36097.37281
1958	36093.711
1959	36090.18186
1960	36086.83622
1961	36083.73896
1962	36079.87618
1963	36076.67699
1964	36072.41212
1965	36069.58911
1966	36066.86454
1967	36057.88238
1968	36053.88502
1969	36049.02363
1970	36045.08097
1971	36042.44611
1972	36039.68028
1973	36036.75084
1974	36034.0839
1975	36030.10554
1976	36025.18691
1977	36021.07531
1978	36017.1329
1979	36012.67221
1980	36007.72065
1981	36004.37863
1982	35998.39946
1983	35997.44411
1984	35994.92111
1985	35991.34378
1986	35989.29572
1987	35985.63677
1988	35982.10302
1989	35980.58698
1990	35978.379
1991	35974.25115
1992	35971.64147
1993	35968.52401
1994	35964.5095
1995	35961.36976
1996	35959.15192
1997	35953.04364
1998	35945.10109
1999	35940.16
2000	35935.54968
2001	35929.42051
2002	35926.37974
2003	35923.58531
2004	35918.17928
2005	35914.39806
2006	35910.6647
2007	35907.0254
2008	35904.10034
2009	35898.99863
2010	35894.54936
2011	35889.7752
2012	35887.2542
2013	35884.58041
2014	35882.93284
2015	35877.61944
2016	35872.50821
2017	35869.81346
2018	35866.57184
2019	35863.98924
2020	35862.38407
2021	35854.77035
2022	35853.14385
2023	35849.96235
2024	35844.22718
2025	35841.17113
2026	35837.83604
2027	35834.44131
2028	35831.06095
2029	35824.41019
2030	35820.81663
2031	35815.28671
2032	35811.10741
2033	35807.85946
2034	35802.64683
2035	35800.42362
2036	35797.60674
2037	35795.75853
2038	35791.49931
2039	35787.90857
2040	35785.69125
2041	35781.4401
2042	35771.30206
2043	35767.21946
2044	35764.27827
2045	35756.64383
2046	35753.44575
2047	35745.39615
2048	35742.52126
2049	35737.83221
2050	35734.4919
2051	35730.62446
2052	35725.66179
2053	35721.9465
2054	35717.73702
2055	35714.24893
2056	35711.87914
2057	35709.27516
2058	35705.72533
2059	35700.63346
2060	35695.6487
2061	35693.93358
2062	35688.95926
2063	35686.24073
2064	35679.52395
2065	35673.85757
2066	35670.37267
2067	35665.07633
2068	35661.32415
2069	35657.41904
2070	35654.94897
2071	35650.04896
2072	35644.10611
2073	35639.42222
2074	35636.04814
2075	35630.8895
2076	35628.1005
2077	35625.80823
2078	35621.30363
2079	35619.13631
2080	35616.67504
2081	35613.61972
2082	35609.51821
2083	35606.71458
2084	35604.90818
2085	35599.47536
2086	35595.61464
2087	35592.08962
2088	35590.59264
2089	35587.4791
2090	35586.06468
2091	35583.28651
2092	35579.71531
2093	35576.10782
2094	35574.5686
2095	35572.31869
2096	35569.4409
2097	35563.02014
2098	35560.1613
2099	35558.13339
2100	35555.30969
2101	35551.1004
2102	35547.34678
2103	35541.90096
2104	35538.88438
2105	35535.59457
2106	35531.80528
2107	35528.93007
2108	35526.33291
2109	35520.8498
2110	35518.84739
2111	35515.5321
2112	35512.22356
2113	35510.36766
2114	35507.87657
2115	35502.89744
2116	35497.85408
2117	35494.45119
2118	35486.36181
2119	35483.51253
2120	35476.89957
2121	35474.52258
2122	35471.51139
2123	35465.83166
2124	35462.14695
2125	35458.27314
2126	35450.72322
2127	35449.18197
2128	35444.29226
2129	35440.99707
2130	35436.11171
2131	35431.66152
2132	35428.10843
2133	35425.16602
2134	35422.51854
2135	35417.51275
2136	35413.68239
2137	35411.76252
2138	35408.23877
2139	35405.4474
2140	35399.94888
2141	35395.76611
2142	35394.93418
2143	35391.61062
2144	35387.32694
2145	35383.48618
2146	35378.4161
2147	35374.47794
2148	35370.37798
2149	35366.75874
2150	35363.15173
2151	35354.70414
2152	35351.64392
2153	35348.15214
2154	35343.55267
2155	35341.13639
2156	35338.12758
2157	35332.14239
2158	35327.96847
2159	35324.82875
2160	35319.30709
2161	35315.941
2162	35312.0867
2163	35308.02258
2164	35305.09075
2165	35302.45694
2166	35299.76536
2167	35295.52715
2168	35291.00055
2169	35289.24153
2170	35285.99647
2171	35281.38754
2172	35278.82564
2173	35275.52188
2174	35272.68497
2175	35269.34483
2176	35266.4006
2177	35261.91685
2178	35257.55023
2179	35253.49637
2180	35251.78162
2181	35248.2974
2182	35244.65956
2183	35240.41467
2184	35235.45315
2185	35232.12039
2186	35228.75341
2187	35224.42381
2188	35219.92357
2189	35218.17068
2190	35216.22966
2191	35211.70474
2192	35208.60128
2193	35205.99736
2194	35203.56298
2195	35197.57434
2196	35193.05717
2197	35189.83171
2198	35182.73279
2199	35179.59074
2200	35176.95674
2201	35173.94784
2202	35168.23967
2203	35165.79621
2204	35161.13842
2205	35159.00983
2206	35154.44168
2207	35150.95289
2208	35148.42993
2209	35145.93573
2210	35143.61671
2211	35142.70023
2212	35142.09215
2213	35138.56205
2214	35135.2199
2215	35132.62275
2216	35128.15894
2217	35121.89325
2218	35118.07802
2219	35114.49325
2220	35112.27905
2221	35107.61261
2222	35103.10333
2223	35100.70733
2224	35094.21407
2225	35092.82734
2226	35089.40309
2227	35086.03237
2228	35082.14812
2229	35078.75556
2230	35075.02359
2231	35071.65962
2232	35066.15414
2233	35062.055
2234	35058.50982
2235	35057.4387
2236	35053.79879
2237	35047.37549
2238	35044.77927
2239	35038.31192
2240	35028.78274
2241	35026.7299
2242	35023.79476
2243	35021.96925
2244	35017.83871
2245	35012.66234
2246	35004.9357
2247	34998.62628
2248	34993.78812
2249	34988.2825
2250	34984.09861
2251	34979.43238
2252	34973.98127
2253	34968.16495
2254	34965.24046
2255	34963.35657
2256	34957.5391
2257	34954.05096
2258	34950.24716
2259	34947.43008
2260	34944.23599
2261	34941.98038
2262	34940.21927
2263	34937.52608
2264	34933.11546
2265	34932.11232
2266	34931.25126
2267	34928.42465
2268	34923.53751
2269	34920.46588
2270	34916.86378
2271	34913.72498
2272	34907.46898
2273	34902.18406
2274	34897.69321
2275	34894.49669
2276	34892.43938
2277	34887.38592
2278	34882.59371
2279	34877.36
2280	34873.10905
2281	34869.29961
2282	34864.49842
2283	34860.86349
2284	34855.48284
2285	34852.67865
2286	34850.07619
2287	34846.29665
2288	34842.68317
2289	34837.16264
2290	34835.77229
2291	34831.44058
2292	34828.71591
2293	34825.59927
2294	34824.34212
2295	34819.08299
2296	34814.61481
2297	34812.47592
2298	34810.01549
2299	34808.53155
2300	34802.72954
2301	34800.49957
2302	34794.01423
2303	34791.69928
2304	34787.035
2305	34783.51301
2306	34778.95315
2307	34771.9496
2308	34768.52335
2309	34764.69725
2310	34761.24082
2311	34757.63912
2312	34754.7615
2313	34751.52661
2314	34748.36472
2315	34744.35976
2316	34742.66344
2317	34738.38488
2318	34735.01443
2319	34733.15254
2320	34730.36441
2321	34726.25854
2322	34721.52305
2323	34714.18821
2324	34707.67501
2325	34703.91062
2326	34699.67751
2327	34697.34239
2328	34694.70352
2329	34691.50214
2330	34686.10019
2331	34683.10406
2332	34679.82458
2333	34676.67517
2334	34673.93695
2335	34669.85424
2336	34666.26083
2337	34663.96086
2338	34660.08171
2339	34657.00186
2340	34652.78485
2341	34649.60194
2342	34643.46746
2343	34641.7359
2344	34637.26671
2345	34636.13559
2346	34631.11962
2347	34627.75026
2348	34620.98366
2349	34617.3536
2350	34615.38074
2351	34612.05223
2352	34609.05296
2353	34605.40644
2354	34603.92049
2355	34599.59944
2356	34596.68347
2357	34595.12615
2358	34592.19179
2359	34587.45342
2360	34584.49544
2361	34579.90703
2362	34577.7206
2363	34575.41395
2364	34571.29101
2365	34567.66159
2366	34564.86055
2367	34562.64183
2368	34557.62465
2369	34554.02743
2370	34551.93039
2371	34549.07711
2372	34542.29046
2373	34540.02889
2374	34537.08713
2375	34533.95857
2376	34530.94321
2377	34527.51408
2378	34524.49828
2379	34519.9935
2380	34510.1134
2381	34506.61466
2382	34504.51691
2383	34500.36037
2384	34498.49091
2385	34495.13178
2386	34492.01608
2387	34486.07226
2388	34484.64131
2389	34483.29643
2390	34479.71845
2391	34474.48861
2392	34471.13666
2393	34469.48002
2394	34466.30747
2395	34464.17988
2396	34461.47506
2397	34458.39441
2398	34453.31031
2399	34451.037
2400	34448.50646
2401	34445.70072
2402	34444.29256
2403	34441.12373
2404	34436.73631
2405	34432.51047
2406	34423.75513
2407	34420.9619
2408	34418.043
2409	34413.08432
2410	34411.13696
2411	34406.03581
2412	34404.0281
2413	34400.91632
2414	34397.87415
2415	34393.14659
2416	34389.11954
2417	34386.32842
2418	34383.57764
2419	34382.50592
2420	34380.59258
2421	34377.53637
2422	34373.49756
2423	34371.82423
2424	34368.95322
2425	34366.14686
2426	34363.48623
2427	34358.82077
2428	34354.53552
2429	34350.12895
2430	34346.34698
2431	34343.57853
2432	34336.31696
2433	34333.74767
2434	34326.40629
2435	34321.59931
2436	34318.15762
2437	34315.5426
2438	34308.40913
2439	34305.00003
2440	34302.82164
2441	34297.53577
2442	34294.34416
2443	34291.66954
2444	34286.48911
2445	34283.37108
2446	34278.46371
2447	34274.94303
2448	34270.09783
2449	34262.87144
2450	34259.76956
2451	34256.60053
2452	34253.91743
2453	34249.94075
2454	34243.66907
2455	34237.52109
2456	34231.48933
2457	34228.9885
2458	34225.64507
2459	34221.14938
2460	34219.59064
2461	34214.3476
2462	34210.87721
2463	34205.246
2464	34203.65024
2465	34200.21451
2466	34197.81323
2467	34195.76695
2468	34191.79524
2469	34188.77132
2470	34186.38792
2471	34182.80369
2472	34177.5802
2473	34173.60623
2474	34169.15775
2475	34163.22789
2476	34159.61686
2477	34158.19548
2478	34155.23466
2479	34151.44034
2480	34149.48323
2481	34144.90857
2482	34141.68305
2483	34139.40495
2484	34137.63034
2485	34136.34263
2486	34132.0051
2487	34129.10224
2488	34126.83538
2489	34123.80183
2490	34119.23962
2491	34116.72085
2492	34113.01923
2493	34110.28972
2494	34107.05776
2495	34104.295
2496	34100.238
2497	34095.65431
2498	34093.15021
2499	34090.10123
2500	34088.51111
2501	34086.15928
2502	34082.16703
2503	34076.38659
2504	34071.79158
2505	34068.5401
2506	34064.99163
2507	34061.30966
2508	34059.33847
2509	34055.44557
2510	34050.23238
2511	34046.55651
2512	34043.88633
2513	34040.55924
2514	34039.35519
2515	34036.54129
2516	34034.52033
2517	34030.00562
2518	34027.32701
2519	34023.54943
2520	34020.97582
2521	34015.85752
2522	34011.10595
2523	34006.99387
2524	34004.04558
2525	33998.13082
2526	33994.63052
2527	33991.99033
2528	33989.24968
2529	33984.88233
2530	33982.25278
2531	33978.8871
2532	33976.83613
2533	33971.99703
2534	33969.27532
2535	33964.73681
2536	33962.36315
2537	33958.78788
2538	33956.80006
2539	33948.35544
2540	33945.30647
2541	33943.32857
2542	33939.19676
2543	33936.74927
2544	33934.2287
2545	33929.99832
2546	33927.89204
2547	33924.84154
2548	33920.90443
2549	33916.3328
2550	33912.3204
2551	33908.17195
2552	33906.11679
2553	33903.49252
2554	33900.06792
2555	33895.6438
2556	33891.87846
2557	33889.33617
2558	33886.48839
2559	33885.31653
2560	33880.55094
2561	33877.74255
2562	33874.07825
2563	33872.05349
2564	33870.11934
2565	33866.00013
2566	33864.17087
2567	33859.86484
2568	33857.02091
2569	33853.38194
2570	33848.58525
2571	33844.81019
2572	33839.92561
2573	33837.28008
2574	33834.78587
2575	33831.45387
2576	33827.76726
2577	33825.74688
2578	33821.4255
2579	33817.19064
2580	33814.01457
2581	33810.34019
2582	33803.24999
2583	33801.17497
2584	33797.6919
2585	33793.31173
2586	33790.82536
2587	33789.82907
2588	33786.21703
2589	33783.03302
2590	33779.72811
2591	33775.43868
2592	33773.0724
2593	33769.16383
2594	33767.54358
2595	33763.85266
2596	33761.39582
2597	33759.36127
2598	33757.1336
2599	33753.77953
2600	33748.71927
2601	33747.54
2602	33743.63434
2603	33740.00025
2604	33736.17098
2605	33732.667
2606	33729.70133
2607	33726.63319
2608	33724.51011
2609	33722.40015
2610	33719.46746
2611	33714.99791
2612	33712.17559
2613	33707.6948
2614	33705.50615
2615	33702.03769
2616	33699.97763
2617	33696.772
2618	33689.42466
2619	33686.8578
2620	33682.64487
2621	33680.12698
2622	33676.42094
2623	33673.86799
2624	33670.59009
2625	33666.34075
2626	33663.12601
2627	33660.39026
2628	33654.6398
2629	33651.44686
2630	33647.31664
2631	33644.99538
2632	33641.62745
2633	33640.15431
2634	33636.85635
2635	33634.45431
2636	33626.53152
2637	33625.11101
2638	33621.84589
2639	33615.8192
2640	33614.06523
2641	33611.43316
2642	33607.19332
2643	33605.33726
2644	33602.19148
2645	33600.03279
2646	33598.70427
2647	33595.29911
2648	33592.3612
2649	33589.33565
2650	33586.03541
2651	33582.96383
2652	33575.67732
2653	33571.37271
2654	33566.39315
2655	33561.74568
2656	33559.37242
2657	33555.65273
2658	33551.48749
2659	33549.01277
2660	33544.70579
2661	33540.42514
2662	33537.16308
2663	33534.92381
2664	33532.05649
2665	33527.94859
2666	33524.95323
2667	33523.42962
2668	33520.82145
2669	33516.82315
2670	33511.84582
2671	33507.8824
2672	33503.83358
2673	33499.08894
2674	33496.07534
2675	33494.0746
2676	33491.3646
2677	33488.68691
2678	33485.71059
2679	33483.54841
2680	33479.60513
2681	33477.66807
2682	33467.68967
2683	33463.93953
2684	33460.66538
2685	33459.28216
2686	33455.30389
2687	33450.26748
2688	33448.12795
2689	33444.81936
2690	33442.13244
2691	33439.69993
2692	33433.9035
2693	33431.19531
2694	33428.734
2695	33425.74692
2696	33421.66991
2697	33420.24962
2698	33417.88334
2699	33416.24753
2700	33411.58646
2701	33410.2358
2702	33407.8899
2703	33403.27516
2704	33400.87391
2705	33398.02241
2706	33394.75069
2707	33392.71019
2708	33388.36741
2709	33385.18744
2710	33382.00028
2711	33380.24503
2712	33378.07453
2713	33374.65993
2714	33372.4842
2715	33371.26258
2716	33367.02357
2717	33360.0205
2718	33357.61187
2719	33350.2229
2720	33349.11835
2721	33347.8337
2722	33346.24695
2723	33342.98944
2724	33342.10598
2725	33339.37059
2726	33334.4257
2727	33330.77832
2728	33327.78015
2729	33326.64168
2730	33322.13928
2731	33320.80908
2732	33316.60644
2733	33314.27631
2734	33309.17926
2735	33305.74395
2736	33300.06255
2737	33296.25404
2738	33294.02479
2739	33291.90489
2740	33289.49871
2741	33287.74769
2742	33283.24057
2743	33280.26147
2744	33277.90889
2745	33274.48982
2746	33270.58198
2747	33267.17425
2748	33263.14626
2749	33259.16599
2750	33257.27903
2751	33251.07272
2752	33248.78092
2753	33245.27677
2754	33241.4228
2755	33236.50936
2756	33233.29498
2757	33229.54186
2758	33225.07241
2759	33223.71891
2760	33222.75195
2761	33220.37538
2762	33217.45638
2763	33215.96322
2764	33213.72573
2765	33210.59113
2766	33207.79653
2767	33205.98988
2768	33205.09837
2769	33201.62626
2770	33199.61805
2771	33195.76105
2772	33192.28238
2773	33190.6811
2774	33188.57576
2775	33185.48315
2776	33180.55165
2777	33175.65285
2778	33172.55598
2779	33170.177
2780	33168.50233
2781	33166.84449
2782	33164.38861
2783	33161.10497
2784	33159.02299
2785	33155.80987
2786	33152.35284
2787	33148.71401
2788	33145.93139
2789	33143.18705
2790	33140.66211
2791	33139.72749
2792	33137.38567
2793	33134.11499
2794	33131.79236
2795	33128.78382
2796	33125.92665
2797	33124.12042
2798	33120.80144
2799	33119.93749
2800	33116.36687
2801	33114.16076
2802	33111.63855
2803	33107.35768
2804	33103.87769
2805	33102.14544
2806	33099.56455
2807	33096.25496
2808	33091.47202
2809	33089.48413
2810	33087.04604
2811	33081.4632
2812	33077.73801
2813	33076.35575
2814	33070.56132
2815	33067.14308
2816	33063.75099
2817	33060.32863
2818	33055.99419
2819	33053.83282
2820	33051.39529
2821	33048.16011
2822	33045.44733
2823	33042.07908
2824	33040.07606
2825	33035.64151
2826	33033.64506
2827	33032.41776
2828	33030.82622
2829	33027.3887
2830	33025.28907
2831	33022.69577
2832	33020.55123
2833	33017.4849
2834	33014.99624
2835	33012.22685
2836	33006.66978
2837	33002.44952
2838	32998.12293
2839	32995.59242
2840	32994.08002
2841	32991.02239
2842	32989.2751
2843	32986.80179
2844	32983.92192
2845	32980.32938
2846	32978.1657
2847	32976.20673
2848	32973.87279
2849	32967.38623
2850	32965.11602
2851	32963.4336
2852	32961.5433
2853	32957.17148
2854	32955.08542
2855	32951.08131
2856	32949.39494
2857	32946.51941
2858	32942.50134
2859	32938.46059
2860	32934.34152
2861	32928.6803
2862	32925.4212
2863	32920.82149
2864	32918.38381
2865	32913.7128
2866	32908.57557
2867	32905.57723
2868	32902.05771
2869	32898.53787
2870	32895.73189
2871	32892.73138
2872	32890.12672
2873	32887.29005
2874	32884.86414
2875	32881.16096
2876	32877.28687
2877	32871.11511
2878	32866.79226
2879	32863.73179
2880	32861.75391
2881	32859.39801
2882	32857.63464
2883	32853.80133
2884	32850.49817
2885	32849.34076
2886	32846.63057
2887	32845.12407
2888	32844.61138
2889	32839.44872
2890	32835.77005
2891	32833.41418
2892	32830.86105
2893	32825.97122
2894	32821.78574
2895	32818.54225
2896	32816.0806
2897	32813.0326
2898	32809.32124
2899	32806.9121
2900	32804.51883
2901	32800.60629
2902	32799.40779
2903	32794.60358
2904	32792.40742
2905	32790.43125
2906	32786.29008
2907	32783.63984
2908	32781.86297
2909	32780.30157
2910	32777.02128
2911	32772.79051
2912	32769.09453
2913	32766.9231
2914	32764.36147
2915	32761.31279
2916	32758.9851
2917	32755.69991
2918	32753.09424
2919	32746.93359
2920	32745.27042
2921	32740.82698
2922	32738.19186
2923	32733.9724
2924	32729.89425
2925	32725.6051
2926	32720.87323
2927	32718.4587
2928	32715.92141
2929	32711.72175
2930	32709.37178
2931	32707.8659
2932	32706.05105
2933	32701.85739
2934	32699.48329
2935	32697.00348
2936	32694.79574
2937	32693.0808
2938	32691.33687
2939	32688.88796
2940	32686.45921
2941	32684.48308
2942	32678.87415
2943	32675.75682
2944	32673.72114
2945	32670.52212
2946	32664.72361
2947	32661.77341
2948	32658.73964
2949	32656.7133
2950	32651.41402
2951	32649.18527
2952	32644.75876
2953	32641.63086
2954	32639.46505
2955	32636.89108
2956	32632.69055
2957	32628.8922
2958	32626.50888
2959	32622.3465
2960	32620.2627
2961	32616.60281
2962	32614.16243
2963	32611.51533
2964	32608.17512
2965	32602.74155
2966	32599.07162
2967	32596.51732
2968	32591.32602
2969	32586.9862
2970	32582.97942
2971	32579.4205
2972	32576.73004
2973	32573.97137
2974	32569.09183
2975	32565.2119
2976	32562.3148
2977	32560.42085
2978	32559.6353
2979	32556.31392
2980	32552.674
2981	32549.90202
2982	32548.57053
2983	32543.30132
2984	32539.69717
2985	32536.15916
2986	32533.1234
2987	32529.077
2988	32525.65157
2989	32520.78711
2990	32517.95393
2991	32515.0753
2992	32511.13109
2993	32509.23426
2994	32506.0566
2995	32502.34291
2996	32500.14849
2997	32498.21403
2998	32496.39592
2999	32495.0459
3000	32492.79171
3001	32490.59533
3002	32487.72295
3003	32482.49502
3004	32479.89915
3005	32477.38622
3006	32474.36796
3007	32469.49716
3008	32467.41718
3009	32464.6224
3010	32461.77009
3011	32459.87654
3012	32456.07169
3013	32453.28646
3014	32450.9416
3015	32449.19566
3016	32445.79646
3017	32443.78963
3018	32440.72221
3019	32437.16946
3020	32434.71693
3021	32431.15857
3022	32428.48266
3023	32426.19075
3024	32423.38025
3025	32419.53312
3026	32417.00579
3027	32415.08191
3028	32412.20514
3029	32409.51771
3030	32407.67505
3031	32405.07469
3032	32402.19752
3033	32397.78726
3034	32392.96524
3035	32389.30799
3036	32385.4575
3037	32382.67706
3038	32378.34339
3039	32375.32393
3040	32373.41547
3041	32370.23943
3042	32368.00945
3043	32365.90251
3044	32360.91941
3045	32358.70176
3046	32356.24714
3047	32353.82018
3048	32351.70777
3049	32349.57284
3050	32346.49772
3051	32342.94625
3052	32339.92736
3053	32338.97547
3054	32337.16716
3055	32333.97236
3056	32331.69787
3057	32328.94909
3058	32326.81713
3059	32324.58292
3060	32319.50195
3061	32315.87976
3062	32314.23964
3063	32308.16564
3064	32305.81207
3065	32295.67331
3066	32292.55817
3067	32288.47582
3068	32286.83784
3069	32282.82869
3070	32280.28941
3071	32277.36418
3072	32273.56203
3073	32269.98798
3074	32265.63052
3075	32260.02157
3076	32257.66082
3077	32254.76347
3078	32249.87217
3079	32246.2581
3080	32243.42194
3081	32240.20584
3082	32237.88622
3083	32237.04485
3084	32233.90542
3085	32230.43388
3086	32227.24839
3087	32225.59642
3088	32221.80077
3089	32219.14203
3090	32217.98758
3091	32216.65225
3092	32213.75653
3093	32211.05443
3094	32205.32321
3095	32201.49712
3096	32199.90371
3097	32196.44123
3098	32191.42467
3099	32188.26483
3100	32185.53168
3101	32183.47312
3102	32180.81177
3103	32177.82246
3104	32175.82861
3105	32169.61241
3106	32166.31852
3107	32164.84809
3108	32162.58509
3109	32159.38138
3110	32156.63493
3111	32153.71983
3112	32148.37569
3113	32146.26324
3114	32144.61386
3115	32142.7183
3116	32140.36222
3117	32135.20289
3118	32131.20815
3119	32127.69297
3120	32124.4265
3121	32119.09441
3122	32117.96131
3123	32114.14806
3124	32109.96145
3125	32106.85985
3126	32106.02055
3127	32104.16753
3128	32101.13632
3129	32095.60059
3130	32090.86612
3131	32087.73726
3132	32086.73162
3133	32079.92261
3134	32076.71783
3135	32073.49978
3136	32069.90934
3137	32067.80026
3138	32066.39578
3139	32064.67075
3140	32062.54099
3141	32061.57685
3142	32057.4254
3143	32054.28565
3144	32051.48448
3145	32049.60055
3146	32047.80722
3147	32044.16647
3148	32042.42392
3149	32041.30166
3150	32040.01147
3151	32037.45088
3152	32035.30627
3153	32033.29134
3154	32031.99319
3155	32030.85747
3156	32027.84264
3157	32025.00776
3158	32021.91333
3159	32020.8382
3160	32019.0685
3161	32015.46671
3162	32013.37033
3163	32008.66099
3164	32005.44481
3165	32005.03859
3166	32000.73701
3167	31997.25875
3168	31995.05343
3169	31993.02366
3170	31987.06704
3171	31985.53669
3172	31982.01793
3173	31980.54652
3174	31976.8102
3175	31974.85081
3176	31973.00885
3177	31971.00205
3178	31967.63801
3179	31966.7859
3180	31963.76886
3181	31961.74755
3182	31957.33453
3183	31955.15391
3184	31951.87533
3185	31950.3915
3186	31948.00631
3187	31943.89681
3188	31940.62063
3189	31937.07723
3190	31933.44783
3191	31931.47769
3192	31929.56484
3193	31927.02603
3194	31923.45478
3195	31922.25139
3196	31917.56652
3197	31915.62491
3198	31912.8163
3199	31909.82111
3200	31906.01676
3201	31903.8075
3202	31900.13023
3203	31896.81077
3204	31895.41778
3205	31891.55398
3206	31888.59941
3207	31886.2701
3208	31883.73332
3209	31881.61162
3210	31878.08607
3211	31872.73654
3212	31868.95072
3213	31866.44444
3214	31864.16822
3215	31861.94428
3216	31859.74036
3217	31858.16948
3218	31856.21711
3219	31853.53395
3220	31846.10393
3221	31843.6293
3222	31841.2111
